Release: EDGARv4.3.2_FT2016 of September 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Timeseries 1970-2016 of CO2 emissions by country and sector (Transport, Other industrial combustion, Buildings, Non-combustion, Power Industry) in kton CO2 / year.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Reference: European Commission, Joint Research Centre (EC-JRC)/Netherlands Environmental Assessment Agency (PBL). Emissions Database for Global Atmospheric Research (EDGAR), release EDGARv4.3.2_FT2016  (1970 - 2016), http://edgar.jrc.ec.europa.eu/overview.php?v=booklet2017&dst=CO2emi, 2017.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"How to cite: Janssens-Maenhout, G., Crippa, M., Guizzardi, D., Muntean, M., Schaaf, E., Olivier, J.G.J., Peters, J.A.H.W., Schure, K.M., Fossil CO2 and GHG emissions of all world countries, EUR 28766 EN,Publications Office of the European Union, Luxembourg, 2017, ISBN 978-92-79-73207-2, doi:10.2760/709792, JRC107877.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISO_CODE,ISO_NAME,sector,substance,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
LBY,Libya,Power Industry,CO2,547.55,547.604,1180.87,1546.66,1942.21,2564.04,3212.65,3773.34,4048.06,4812.93,5507.24,6929.28,7854.32,8099.72,8061.57,6818.11,6755.82,7618.36,8565.36,8092.45,8002.2,8002.2,8002.2,8318.21,10364.9,13039.1,13070.6,13522,14610.4,15362,15999.9,16210,17181.2,18711.9,17415,20641,22049.4,20629,21448.5,22086.8,22476.5,17690.4,17690.4,19274.26,19154.27,20105.3,20473.12
LBY,Libya,Non-combustion,CO2,30048.88,19590.49,12557.27,10909.19,5064.392,6549.675,9074.079,9246.861,9589.026,10817.25,10692.36,6723.388,8237.14,6785.332,6965.033,6105.046,8972.3,6903.012,7382.413,6717.229,9658.741,9384.357,10421.87,11432.84,12772.54,14280.52,15369.75,12100.35,11090.07,10536.39,10988.03,9850.825,9744.52,11554.96,11014.78,11531.9,11682.29,10725.33,10831.9,10534.99,11506.45,6397.774,13576.1,9738.705,7098.272,6337.049,6290.044
LBY,Libya,Transport,CO2,658.274,658.274,1302.41,1640.21,2076.1,2642.24,2924.92,3225.68,3732.4,3971.48,4690.8,5479.71,5841.1,5794.12,6013.65,5883.16,5712.96,5914.13,5998.61,6159.04,6186.97,6234.09,6325.6,7440.07,8836.67,9509.07,10515.38,10097.38,9946.29,10952.28,11132.63,11491.43,11712.23,11885.33,12384.28,12747.78,12746.78,13206.48,12903.78,18077.88,22121.66,13584.6,16757.4,18257.72,18144.06,19044.94,19393.36
LBY,Libya,Other industrial combustion,CO2,2147.97,2147.97,2477.82,2219.64,2339.89,2901.21,2544.22,3088.03,3393.62,3230.39,6260.72,4574.82,4922.46,6008.57,7178.86,7551.2,9102.01,8290.33,9574.97,11428.6,10339.3,10001.2,9586.91,9350.03,10125.2,8448.93,9119.97,8880.5,8779.38,6030.49,7454.71,7846.4,8262.75,8352.49,10049,7105.56,5346.98,4869.72,5467.21,6712.85,5383.62,1831.18,4015.29,4374.787,4347.552,4563.414,4646.9
LBY,Libya,Buildings,CO2,366.475,366.475,444.153,379.343,422.226,562.53,545.691,588.397,746.23,833.067,756.285,710.494,549.61,465.543,528.327,624.321,566.147,917.847,911.591,1093.16,1313.02,1432.4,1500.07,1613.12,1805.12,1954.6,2087.1,2176.44,2204.96,2375.21,2410.06,2479.51,2538.55,2588.09,2469.1,2457.84,2422.26,2481.03,2574.79,3191.27,3258.61,1635.4,1635.4,1781.821,1770.728,1858.647,1892.651
LTU,Lithuania,Other industrial combustion,CO2,7594.55,7594.55,8075.79,8580.24,9071.98,9979.09,10375.8,10796.2,11227.1,11617.6,12033.3,11897.8,11707.8,11531.2,11414.2,11255,11126.9,11140.9,11185.4,11067.7,7702.27,7971.22,4050.84,3349.32,2994.72,2515.08,2472.15,2736.61,2979.14,2227.83,2210.94,2483.71,2561.94,2577.92,2898.43,3164.15,3060.45,2909.83,3199.8,2835.06,2788.13,2800.57,2902.67,2741.836,2632.06,2750.654,2820.582
LTU,Lithuania,Power Industry,CO2,3857.24,3857.24,4198.92,4848.43,5464.34,6009.16,6365.29,6676.31,6975.58,7361.72,7600.74,8081.69,8329.4,8534.7,8531.58,8650.99,8674.39,8741.78,8461.36,8027.55,12079.7,12920.9,7621.3,5953.19,6300.57,5627.46,6155.93,5455.32,6028.67,4999.02,3934.27,4082.31,3870.07,3778.08,3707.89,3852.02,3680.33,3289.6,3018.86,3107.52,3764.03,2916.08,2916.08,2754.503,2644.22,2763.362,2833.613
LTU,Lithuania,Buildings,CO2,4989.56,4989.56,5249.13,5496.37,5738.63,6147.42,6279.54,6434.25,6598.15,6755.22,7079.81,7003.17,6930.36,6921.5,6978.31,7108.04,7116.32,7161.22,7291.12,7300.62,6922.94,7312.7,3543.6,3005.02,2733.66,2350.42,2051.01,1734.4,1458.44,1261.89,1031.93,977.952,1054.99,1091.95,1123.55,1192.02,1322.01,1296.69,1235.1,1203.36,1348.11,1349.88,1349.88,1275.085,1224.034,1279.185,1311.705
LTU,Lithuania,Transport,CO2,2099.139,2099.139,2282.353,2450.184,2641.566,2871.751,3032.083,3082.394,3161.146,3256.173,3454.066,3555.924,3585.931,3561.731,3560.173,3579.712,3823.201,3913.809,3945.127,4047.827,5508.3,6080.244,4011.518,3064.606,2402.502,2939.19,3235.432,3626.337,3822.236,3409.196,3041.634,3321.237,3438.631,3487.586,3827.821,4061.045,4332.347,5032.557,5009.56,4138.372,4292.763,4279.312,4326.162,4086.454,3922.843,4099.596,4203.817
LTU,Lithuania,Non-combustion,CO2,1392.43,1465.889,1540.307,1610.994,1685.597,1798.987,1876.423,1932.755,1960.884,1965.684,1998.529,2032.56,2062.747,2192.446,2786.258,2809.531,2978.971,2987.381,2990.049,2951.445,2885.566,2754.022,1722.072,829.2909,1234.453,1592.456,1600.964,1437.64,1526.217,1403.239,1407.022,1496.035,1545.815,1530.405,1511.392,1542.138,1766.845,2963.046,2944.918,1524.8,1438.992,2202.906,2367.024,1905.636,2211.429,2437.354,2515.547
LUX,Luxembourg,Other industrial combustion,CO2,12020.2,11174.1,10687.8,11663.9,10987.2,8393.69,9413.17,8680.99,9500.36,8418.21,7753.46,6237.6,5926.99,5490.38,6177.98,6139.79,5583.97,4931.86,5219.21,5494.96,5081.77,4657.1,4223.4,4501.4,3994.67,2566.52,2543.51,2138.98,1491.53,1368.33,1248.89,1402.18,1205.89,1026.78,1241.04,1207.01,1285.02,1186.87,1136.83,983.922,1080.63,983.531,962.601,912.2323,862.7964,887.204,915.7783
LUX,Luxembourg,Transport,CO2,489.9199,535.8569,600.2809,683.2079,680.9433,845.0903,892.8348,915.5201,1061.745,1209.843,1271.966,1426.75,1436.082,1412.01,1437.69,1553.4,1609.99,1800.477,1888.752,2205.65,2625.14,3147.888,3437.382,3468.647,3520.066,3349.889,3444.469,3653.803,3824.032,4248.17,4852.152,5092.948,5302.362,5854,6827.937,7202.905,6889.849,6623.195,6716.997,6184.065,6543.815,6947.015,6619.695,6273.315,5933.35,6101.198,6297.701
LUX,Luxembourg,Buildings,CO2,1329.38,1286.56,1479.06,1563.12,1418.22,1355.05,1495.07,1584.48,1655.09,1672.59,1508.2,1370.24,1417.11,1376.2,1281.26,1388.54,1466.11,1429.57,1341.55,1328.76,1306.92,1577.36,1502.5,1471.7,1416.55,1400.86,1585.01,1555.72,1646.4,1659.59,1726.85,1782.59,1707.52,1807.16,1789.58,1722.47,1700.19,1622.88,1671.8,1662.21,1737.87,1496.21,1496.21,1417.92,1341.08,1379.017,1423.432
LUX,Luxembourg,Power Industry,CO2,3868.61,3472.92,3347.51,3534.67,2923.65,2143.63,1839.38,1774.66,1942.28,1960.43,1915.42,1500.72,1098.71,960.269,1211.19,1252.56,1357.23,1262.37,1422.2,1610.01,1730.63,1855.08,1751.1,1770.51,1391.14,907.429,735.223,451.144,159.184,178.263,230.503,412.416,1150.67,1158.65,1373.89,1348.53,1414.81,1264.35,1099.32,1237.64,1286.49,1074.86,1074.86,1018.617,963.4162,990.6701,1022.577
LUX,Luxembourg,Non-combustion,CO2,693.0595,686.9026,740.5968,756.861,880.3342,674.9249,648.8002,622.5948,690.9271,717.5644,694.5537,628.7852,608.3661,598.9116,665.4599,632.9108,688.9241,751.987,841.9914,880.7793,915.0668,875.973,851.2565,785.0626,791.9636,647.4287,623.2145,605.9188,627.2453,655.5413,644.7554,589.1553,602.9971,547.3114,592.1347,564.8948,583.689,579.3004,538.1055,469.8658,498.4196,514.9677,483.0766,412.5882,471.2077,448.4672,485.1432
MAC,Macao,Power Industry,CO2,7.83613,7.83613,42.8433,79.4456,97.4853,101.717,124.001,248.106,145.206,175.272,237.29,228.496,282.808,414.671,406.048,340.582,455.83,505.145,513.875,485.147,475.088,454.005,455.014,534.184,363.558,488.08,611.54,663.085,856.061,839.449,861.728,1079.36,1178.69,1246.12,1560,1620.68,1474.87,1482.94,1461.27,1500.15,1505.9,1611.06,1611.06,1757.681,1863.992,1993.842,2137.263
MAC,Macao,Other industrial combustion,CO2,5.39998,5.39998,5.2313,2.63747,3.22564,2.66645,2.37024,56.5453,88.1077,70.8696,22.3861,32.4677,24.4912,31.4489,31.6107,31.2533,46.6411,47.6054,53.9226,52.6357,52.4478,51.1653,48.9122,55.1956,76.6535,89.1476,102.736,163.504,194.974,234.924,300.686,280.866,275.041,261.674,316.626,320.993,301.795,292.35,337.584,312.083,457.755,506.192,545.006,594.6065,630.5706,674.4973,723.0153
MAC,Macao,Transport,CO2,16.97136,16.79486,17.58128,16.76422,17.28121,23.29481,19.75872,24.06128,23.18122,24.51036,29.9908,85.269,46.0191,70.6131,92.7652,85.5724,75.2117,93.9799,101.9558,85.0424,82.3751,87.2868,95.0642,105.9621,107.8862,113.1652,149.9405,131.8139,153.0118,140.9259,155.2182,170.355,105.4302,120.7836,134.2752,128.736,124.7348,102.4199,118.9359,145.4974,152.4466,164.3618,171.2671,186.854,198.1556,211.9595,227.2062
MAC,Macao,Buildings,CO2,40.418,39.7624,28.394,55.579,54.2951,50.4254,39.6578,0.988484,14.7274,8.01262,27.8384,21.1746,23.9258,44.4115,10.1213,22.3116,22.7577,19.8603,25.8956,35.4269,42.9887,40.2806,32.5819,31.6058,46.9531,34.0734,36.1803,50.0691,49.263,57.99,6.86534,7.17794,4.77944,3.84275,5.05008,3.69818,4.83521,9.74798,10.5701,11.639,12.0799,12.8038,12.8038,13.96906,14.81396,15.84593,16.98576
MAC,Macao,Non-combustion,CO2,3.631079,3.635999,3.641004,3.645709,3.645718,3.645125,3.648086,3.650177,3.65327,3.657074,3.660354,3.666064,3.672935,3.688554,3.705941,3.716131,3.732264,3.757046,3.776112,3.792119,4.255177,6.090891,6.923487,5.790665,6.488161,3.082006,4.244702,3.443082,3.162895,3.42529,2.800603,2.768344,2.382013,2.406854,2.656392,3.206344,3.134067,2.985643,3.113212,3.052067,2.933111,2.906785,1.988051,2.00294,2.017828,2.032717,2.047605
MKD,Macedonia (the former Yugoslav Republic of),Power Industry,CO2,1580.92,1580.92,1708.65,1899.45,1874.52,2065.52,2503,2631.76,2952.61,3247.62,3303.21,4151.06,4301.43,4999.58,5468.7,5801.79,5983.37,5831.07,6025.06,6031.45,5620.21,5668.96,5668.96,5899.87,5921.05,6065.1,6584.2,6064.42,6913.39,6246.37,6112.17,6497.28,5799.51,6095.63,5938.38,6112.52,6061.3,6189.37,6217.85,5970.79,5306.82,5861.84,5861.84,5236.4,4950.294,5162.338,5235.399
MKD,Macedonia (the former Yugoslav Republic of),Non-combustion,CO2,5458.232,4892.518,5002.43,6022.911,6092.076,3861.314,4169.818,4217.132,3611.783,4558.056,3791.001,3553.964,2137.594,1159.133,1968.236,2069.626,1964.539,2223.066,2514.126,2752.893,2575.392,1492.477,421.3048,348.8204,362.7272,354.81,337.0218,398.3471,434.4297,435.9761,483.0505,519.1196,532.7155,586.7628,631.2386,752.5883,761.8819,1001.326,996.2396,586.1231,808.9829,1046.347,791.6879,821.0573,797.4353,803.8306,833.3148
MKD,Macedonia (the former Yugoslav Republic of),Other industrial combustion,CO2,1063.69,1063.69,1064.94,1214.55,1273.11,1314.74,1223.07,1387.68,1405.19,1466.87,1366.72,1374.25,1293.09,968.005,874.839,890.927,923.285,840.538,851.856,762.671,1632.67,1414.94,1363.59,1116.5,894.82,872.399,1157.76,915.798,1283.68,899.032,1060.41,916.26,869.323,1122.78,921.981,1140.62,1262.4,1470.99,1306.49,823.925,1243.96,1466.34,1423.38,1271.51,1202.037,1253.526,1271.267
MKD,Macedonia (the former Yugoslav Republic of),Transport,CO2,550.106,550.106,533.612,564.672,640.544,634.267,652.286,697.352,769.277,749.479,694.301,699.368,636.962,651.203,610.777,687.223,858.783,760.577,847.531,805.217,765.5368,771.6338,771.6348,1451.556,931.43,877.481,1672.878,1476.707,1010.812,1075.917,978.473,944.9218,986.4925,988.7155,1009.929,1015.919,1016.135,1164.037,1188.617,1276.767,1343.277,1410.657,1393.777,1245.065,1177.038,1227.456,1244.827
MKD,Macedonia (the former Yugoslav Republic of),Buildings,CO2,432.11,432.11,391.653,433.904,571.327,401.346,455.286,471.629,605.333,604.45,383.155,215.322,449.682,467.493,419.534,359.03,347.992,396.872,366.643,271.94,572.859,528.173,528.173,171.822,603.594,490.894,447.586,329.174,443.599,658.35,371.146,312.237,473.413,621.894,672.157,623.339,547.146,504.317,409.208,436.746,428.177,349.247,349.247,311.9834,294.9373,307.5709,311.9238
MDG,Madagascar,Transport,CO2,144.7521,144.8809,156.2625,194.7203,199.8047,228.2425,299.577,350.968,367.59,389.365,286.0803,300.3832,270.3051,276.987,295.8069,297.3987,312.208,358.0589,432.4642,447.8347,449.1683,502.9511,547.556,565.5739,572.6575,564.657,577.3071,667.7348,707.727,793.896,823.126,875.052,836.36,891.0008,948.329,981.921,1020.467,1120.756,1184.085,1175.028,1306.32,1359.54,1415.47,1418.326,1474.964,1487.192,1526.198
MDG,Madagascar,Power Industry,CO2,14.0032,13.942,16.5945,15.6975,12.7621,16.0775,113.112,121.568,123.33,132.602,150.203,176.411,152.987,225.034,227.346,240.095,185.943,190.035,268.979,146.74,137.407,152.748,143.656,133.041,137.501,153.275,164.413,168.271,177.51,181.267,344.791,415.915,473.519,436.305,461.446,507.094,572.426,589.919,608.189,626.956,663.97,695.809,695.809,697.2128,725.0545,731.0658,750.2402
MDG,Madagascar,Other industrial combustion,CO2,70.2447,70.2447,79.5705,68.5553,75.7501,77.6395,96.1516,84.3094,107.605,179.147,230.883,201.319,111.329,149.022,127.868,162.048,142.679,266.348,263.986,161.641,143.69,166.262,150.987,155.03,325.046,421.418,420.38,504.402,336.05,286.332,245.461,285.434,261.474,277.73,226.771,202.897,228.973,296.162,306.969,319.949,317.772,330.125,345.623,346.3203,360.1499,363.1358,372.6601
MDG,Madagascar,Buildings,CO2,153.238,153.04,156.23,167.244,175.274,181.557,133.278,132.85,131.422,175.157,185.467,162.948,207.699,204.093,190.327,209.727,187.368,240.458,238.915,264.376,170.996,232.526,230.474,255.191,264.747,261.624,255.819,280.044,266.696,285.447,263.382,251.022,238.582,290.539,298.181,280.162,241.317,246.773,274.613,218.168,246.739,258.483,258.483,259.0045,269.3473,271.5804,278.7034
MDG,Madagascar,Non-combustion,CO2,43.22839,43.89692,37.42868,39.91708,35.6705,33.85615,39.59989,31.12853,37.84647,36.15954,34.92144,23.74679,24.66462,24.96005,24.02215,21.25139,23.15298,27.89303,23.19575,18.84879,21.7269,23.29701,22.64084,26.00548,36.39841,37.2079,46.20366,61.76409,30.24529,31.398,33.87363,34.55382,27.6837,46.94467,68.87368,77.73755,75.26127,118.1034,75.68329,65.25942,74.28244,86.71005,93.73906,92.81918,92.78785,89.21653,98.2452
MWI,Malawi,Transport,CO2,65.6376,65.8859,70.9962,82.5398,84.0579,97.8214,151.0769,181.4319,192.3567,198.2735,185.0326,198.9541,184.3374,178.003,189.1591,198.6455,223.1172,256.6266,320.7094,338.7563,348.5662,393.7686,420.8203,420.8062,417.173,397.5547,404.807,465.7418,487.0408,546.6249,537.295,564.142,577.9258,612.9618,645.7032,671.1937,693.4654,759.3082,799.1799,801.1562,891.5581,927.5601,967.7921,969.7446,1008.469,1016.83,1043.5
MWI,Malawi,Other industrial combustion,CO2,162.001,162.001,146.401,172.887,190.986,177.881,105.376,108.649,160.453,193.486,202.552,166.751,115.208,77.3291,57.2111,67.8046,68.4239,125.266,63.9584,62.8757,72.8778,91.8487,80.2407,77.3525,237.388,303.162,299.32,357.164,231.826,197.9,166.842,193.001,174.426,185.763,150.979,134.862,151.431,195.329,201.967,210.508,209.075,217.202,227.4,227.8588,236.9578,238.9224,245.1889
MWI,Malawi,Buildings,CO2,196.129,201.633,207.451,180.795,185.126,242.278,182.43,138.22,133.151,169.104,171.908,149.178,184.486,169.509,152.45,163.034,148.793,191.993,188.038,212.472,119.408,155.93,145.868,153.459,152.975,142.456,132.339,156.261,149.741,160.023,143.112,132.032,122.4,147.138,148.309,135.935,114.593,114.564,124.328,98.7726,111.708,117.025,117.025,117.2611,121.9437,122.9547,126.1795
MWI,Malawi,Power Industry,CO2,6.23277,6.20554,7.15455,6.51071,4.52103,5.91058,60.7532,67.8751,82.9746,91.8566,53.5564,79.8907,71.6548,60.2515,61.1563,67.6223,71.0962,72.6606,62.4038,56.8286,56.7461,73.735,66.8775,54.2708,53.5914,60.687,69.0074,68.5393,72.6069,75.1176,107.313,121.537,123.849,125.203,127.89,140.637,152.84,158.014,164.287,169.357,179.355,187.956,187.956,188.3352,195.856,197.4798,202.6593
MWI,Malawi,Non-combustion,CO2,38.97103,35.77573,41.41034,49.1356,44.54831,56.13771,48.17443,51.01587,59.11675,60.92864,53.19796,47.49214,35.70325,43.80044,43.83532,38.43895,44.41645,48.9365,42.73495,51.70766,61.32135,70.77452,71.33099,73.18179,64.11998,66.81123,58.59065,96.24731,77.775,99.09152,88.59367,93.98106,130.7861,78.25945,122.0556,150.8594,163.5466,121.736,143.7985,140.7454,139.7095,116.9191,97.44462,150.4436,192.4766,182.1404,198.0704
MYS,Malaysia,Power Industry,CO2,1947.99,1947.99,2420.51,2796.55,3220.96,3879.93,4609.69,5201.32,6463.2,7072.57,7635.34,7718.9,8748.35,9235.46,8784.52,9257.23,9397.88,9057,9744.16,11611.9,15767.1,18387.9,18598.7,20752.7,21595,24885.5,28099.5,28024.6,31481.6,31949,34590.1,37851.8,43841.9,42786,46693.1,51648.3,54301.2,60304,64695.8,70335,91722.2,90738.1,90738.1,98314.5,103708.7,106627.4,114153.6
MYS,Malaysia,Other industrial combustion,CO2,6362.46,6362.46,5472.71,4996.85,6235.01,6124.23,6539.05,5974.79,6623.73,7577.81,8333.65,9377.97,9077.43,10203.9,10845.3,12572.6,11074.6,12112.9,12135.8,15250.6,16554.8,22060.9,22665.8,24956,26104,27667,31078,34641.3,33457,35487.2,39105.6,38491.7,37319.2,42711.3,52006.9,55757,60001.1,66216.5,72301.6,47705.3,36497.6,45400.7,46672.5,50569.54,53344.15,54845.38,58716.6
MYS,Malaysia,Transport,CO2,4079.72,4079.72,4191.5,4676.6,4924.48,5173.56,5490.12,5189.21,5114.23,5749.64,6387.54,6858.29,7290.86,8437.71,8707.14,9169.23,9797.484,10383.42,11355.75,12475.48,14180.61,15252.08,16292.6,16907.78,18652.77,19771.04,22573.97,26056.75,24178.85,29555,31261.15,33900.9,34727.35,36997.28,39716.15,39472.95,37679.65,40200.38,42308.38,41421.22,42619.05,43035.43,43106.93,46706.25,49268.9,50655.44,54230.92
MYS,Malaysia,Non-combustion,CO2,781.5308,1146.624,1328.421,1436.026,1999.466,2277.071,2718.816,2794.479,2855.96,3371.508,3265.554,3203.424,3543.176,4071.339,4724.092,3682.407,4525.446,4265.348,4889.252,5786.137,6455.398,7513.61,7727.967,9251.378,9912.109,9834.606,11281.22,12223.92,10762,12633.71,15368.91,15119.76,19903.93,22968.77,21886.7,24726.2,26273.66,27589.57,28374.03,27401.65,26101.3,25086.1,27040.62,27768.48,28625.66,28586.45,29298.4
MYS,Malaysia,Buildings,CO2,408.679,408.679,513.86,554.41,858.954,1039.44,1014.83,1140.7,1238.17,1329.07,1329.32,1391.03,1429.63,1494.7,1509.72,1451.04,1595.55,1657.46,1850.96,1909.72,2046.24,2411.87,3366.98,2683.75,3871.61,4141.85,5452.19,4507.72,4059.57,4228.49,4300.2,4202.62,4578.01,4005.77,4283.44,4617.47,5259.79,6783.88,6215.85,5529.78,8809.74,7831.15,7831.15,8485.031,8950.582,9202.473,9852.022
MDV,Maldives,Other industrial combustion,CO2,1.48351,1.48351,1.2734,0.66338,0.781583,0.678097,0.627317,2.33404,22.2959,15.524,3.54059,6.17384,5.10966,5.08478,8.97384,10.4336,12.4164,12.6731,10.8904,10.9617,12.2362,12.6212,12.255,13.3949,31.7301,51.9111,53.135,37.7619,46.8486,65.0037,136.666,139.687,220.469,223.746,236.828,241.854,275.401,276.184,310.111,286.686,420.504,464.998,500.654,546.2181,579.2554,619.6074,664.1771
MDV,Maldives,Power Industry,CO2,0.317361,0.317361,0.449884,0.478568,0.629145,0.515248,1.37413,3.85333,1.93716,2.28293,3.12787,3.98583,3.71242,3.39039,11.4705,10.2926,15.1376,16.7752,16.3934,14.273,14.5748,14.4687,15.5959,20.1822,26.3929,39.0514,41.406,32.1211,39.4998,38.5881,61.1776,83.6669,152.775,206.173,225.694,234.392,264.934,283.427,279.477,286.913,288.012,308.126,308.126,336.1683,356.501,381.3355,408.7658
MDV,Maldives,Transport,CO2,7.155904,7.204204,7.693125,7.621617,8.043026,9.635877,8.886388,9.949769,10.96022,11.8549,12.21573,15.35011,14.56854,15.21856,23.5137,23.6959,21.7983,26.6707,26.578,22.3062,21.7918,22.2988,22.2393,24.8611,39.0539,53.6535,60.1995,52.1296,59.7446,51.5443,81.4423,92.2242,27.4032,31.6923,50.5479,61.591,72.7725,69.3688,88.7667,105.9208,107.2454,115.0369,119.0494,129.884,137.7399,147.3351,157.9332
MDV,Maldives,Buildings,CO2,0.986606,0.963774,0.610135,0.978187,1.2213,0.812656,0.558824,0.089315,0.476701,0.39784,0.943416,0.833277,0.78965,1.12618,1.38111,4.49251,4.69109,4.10445,5.1824,6.42711,8.29842,7.80691,5.23882,6.29229,15.2465,16.7125,15.1164,20.2827,18.6925,22.7612,0.742471,0.692162,0.543383,0.66242,0.623876,0.56246,0.739712,1.17916,1.23386,1.35862,1.41009,1.4946,1.4946,1.630622,1.729249,1.849711,1.982765
MDV,Maldives,Non-combustion,CO2,0.085446,0.087459,0.089569,0.091793,0.094145,0.096637,0.099284,0.102087,0.105026,0.108095,0.111278,0.114569,0.117979,0.121534,0.125275,0.129224,0.133391,0.13776,0.142305,0.146995,0.1518,0.156701,0.161707,0.166804,0.171981,0.177234,0.18256,0.187948,0.193382,0.227642,0.237369,0.24244,0.21511,0.220557,0.226076,0.23171,0.237288,0.242893,0.248484,0.253108,0.257732,0.262357,0.223764,0.20678,0.189796,0.172811,0.155827
MLI,Mali,Transport,CO2,81.6909,81.2511,87.1893,101.1284,102.0039,118.2673,178.6914,212.649,222.3814,227.2295,209.002,227.6757,207.4604,202.6863,213.8937,217.9715,234.2131,257.1393,306.684,313.1223,317.3973,354.6518,386.3249,396.6117,399.3701,383.6941,394.0892,456.7793,477.233,536.5287,526.0686,554.8764,568.4591,612.6814,642.2706,672.8477,693.7004,759.2171,796.8058,802.9482,892.2203,928.0566,969.5546,971.5107,1010.306,1018.682,1045.4
MLI,Mali,Buildings,CO2,136.347,136.884,137.318,148.304,156.527,157.651,113.8,110.834,108.163,137.005,139.918,120.735,149.442,143.173,131.493,142.073,121.413,152.588,147.722,160.713,91.979,125.093,120.504,132.419,135.52,129.373,123.312,148.818,140.787,149.904,133.542,127.421,119.942,144.652,147.243,135.38,115.166,115.24,126.333,100.366,113.51,118.913,118.913,119.1529,123.911,124.9383,128.2152
MLI,Mali,Other industrial combustion,CO2,16.2711,16.2711,13.8608,14.6666,15.551,12.5208,25.5061,21.6301,27.9586,46.1694,62.307,73.9975,33.2397,38.362,33.5378,44.1706,44.0226,82.9891,30.8666,52.8535,51.1501,57.3119,49.761,50.7511,231.696,300.133,298.045,356.934,231.932,197.354,166.413,194.479,177.013,190.071,157.07,140.303,158.734,205.846,213.773,222.813,221.297,229.898,240.692,241.1776,250.8085,252.8879,259.5207
MLI,Mali,Power Industry,CO2,4.58399,4.56396,5.44481,5.16439,4.24034,5.27518,28.5075,31.9937,31.9251,34.2125,43.9237,78.1433,58.2981,63.3273,66.0543,72.1429,62.9537,64.3388,36.0896,54.6691,51.0149,56.2756,50.6823,46.2604,43.1889,46.1382,50.4474,52.3817,55.5636,56.8783,79.3677,88.145,96.6181,98.4562,100.789,110.707,123.492,129.544,134.657,138.812,147.007,154.057,154.057,154.3678,160.5322,161.8631,166.1085
MLI,Mali,Non-combustion,CO2,23.28208,21.80049,25.24365,29.03088,25.19533,28.20712,23.57103,22.92565,21.96948,19.11245,15.92063,22.17664,19.0227,15.31214,22.1798,17.23046,16.93219,18.09466,19.53622,8.824542,10.68744,14.12862,16.8231,16.45889,16.60753,16.44299,16.25283,20.25811,13.54939,14.18272,12.79265,13.52778,13.87148,14.26184,14.76635,16.0826,16.66852,12.87438,13.39668,13.9518,15.44161,13.09406,9.891164,9.272705,8.57413,7.875555,7.17698
MLT,Malta,Power Industry,CO2,349.847,349.847,532.512,427.248,402.48,371.52,433.44,464.4,597.528,603.72,640.873,774,909.957,606.833,935.293,960.912,1348.25,1423.39,1597.47,1778.27,1770.99,1607.35,1541.4,2110.75,1811.41,1579.83,1630.56,1595.58,1620.07,1692.48,1586.44,1977.51,1937.47,2138.32,2045.02,2339.85,2179.85,2347.53,1982.69,1862.07,1862.46,1908.29,1908.29,1675.055,1653.851,1708.963,1769.449
MLT,Malta,Transport,CO2,204.134,204.134,216.331,244.448,216.13,185.101,190.862,193.849,197.635,203.734,267.267,273.502,311.368,295.047,295.447,143.087,451.668,451.268,450.731,450.731,450.731,507.366,525.924,593.818,593.817,691.055,544.493,745.752,650.915,597.804,456.429,425.263,285.525,364.979,445.17,324.127,351.707,337.199,538.595,462.527,535.071,522.475,462.59,406.0512,400.9113,414.2711,428.9335
MLT,Malta,Buildings,CO2,101.081,101.081,79.4387,122.723,107.264,94.7081,115.972,122.789,122.032,84.6766,84.1093,78.115,71.5534,68.6508,96.287,54.1378,74.8342,89.9145,89.9145,89.9145,93.0062,95.9088,101.714,101.714,101.714,107.897,149.135,128.161,93.963,109.422,86.1546,86.1546,95.2406,104.516,107.607,61.5219,64.2354,64.2354,64.0463,52.5305,60.9546,55.1494,55.1494,48.40892,47.79615,49.38888,51.13692
MLT,Malta,Non-combustion,CO2,27.18718,27.16314,27.18178,27.11823,26.2668,25.69748,23.6983,27.27418,24.54633,25.92457,28.00697,29.21668,29.25867,9.58059,10.23444,10.42243,7.698658,9.249058,8.375531,8.405016,6.42975,6.72807,6.183416,6.26434,6.868769,6.151545,5.997505,6.323064,8.258745,7.166318,4.55355,4.645269,4.633528,4.453985,7.615621,7.409307,7.568759,6.80128,13.0249,14.67785,14.08619,13.30379,12.17241,11.21683,10.26125,9.305672,8.350092
